No.,OPVO Code,Subject Area,Program Name (EN),University (EN),Level,Status,Reg. Date,RK Citizens (KZT),Foreign Currency,Foreign Citizens (KZT/USD),English (EPVO),Price Data Year,RK (USD equiv.),Foreign (KZT equiv.)
5072,6B07110,Engineering & Technology,Control and Measurement Instruments and Systems in Robotics,Almaty University of Power Engineering and Telecommunications named after Gumarbek Daukeyev NPJSC,Bachelor,Updated,09.07.2019,1260000,KZT,1800000,No,2025-2026,2800,1800000
5073,6B07205,Engineering & Technology,Mining Engineering,Satbayev Kazakh National Research Technical University NPJSC,Bachelor,Updated,13.08.2019,1111380,KZT,1700000,Yes,2025-2026,2470,1700000
5074,6B07202,Engineering & Technology,Geology and Exploration of Mineral Deposits,Satbayev Kazakh National Research Technical University NPJSC,Bachelor,Updated,27.09.2019,1166940,KZT,1785000,Yes,2025-2026,2593,1785000
5075,6B08201,"Agriculture, Food & Veterinary",Technology of Livestock Product Production,ATU,Bachelor,Updated,19.08.2019,920000,KZT,1009600,No,2025-2026,2044,1009600
5076,7M08201,"Agriculture, Food & Veterinary",Animal Production Technology,Manash Kozybayev North Kazakhstan University NPJSC,Master,Updated,12.08.2019,610500,KZT,610500,No,2025-2026,1357,610500
5077,6B07201,Engineering & Technology,Oil-and-Gas and Ore Geophysics,Satbayev Kazakh National Research Technical University NPJSC,Bachelor,Updated,23.07.2019,1166940,KZT,1785000,Yes,2025-2026,2593,1785000
5078,6B01450,Education,Vocational Training,UIB,Bachelor,Updated,01.07.2019,1899000,KZT,1899000,No,2025-2026,4220,1899000
5079,6B01515,Education,Geography (IP),Almaty Humanitarian Economic University,Bachelor,Included,31.05.2024,700000,KZT,700000,No,2025-2026,1556,700000
5080,8D07101,Engineering & Technology,Automation and Robotics,Satbayev Kazakh National Research Technical University NPJSC,Doctoral (PhD),Updated,12.08.2019,2223600,KZT,2400000,Yes,2025-2026,4941,2400000
5081,7M10105,Healthcare & Medicine,Medicine,"Semey Medical University"" Non-commercial joint-stock company",Master,Updated,30.07.2021,1200000,KZT,2040000,No,2025-2026,2667,2040000
5082,7M04201,"Business, Economics & Law",Jurisprudence (2 years),ALMAU,Master,Updated,02.08.2019,2310000,KZT,2310000,No,2025-2026,5133,2310000
5083,7M01411,Education,Physical Culture and Sports,Pavlodar Pedagogical University named after Alkey Margulan NPJSC,Master,Updated,01.07.2019,762000,KZT,800000,Yes,2025-2026,1693,800000
5084,7M01805,Education,Social Pedagogy,Kazakh anerican free univ,Master,Updated,31.07.2023,,,,Yes,,,
5085,7M04201,"Business, Economics & Law",Jurisprudence (2 years),ALMAU,Master,Updated,29.07.2019,2310000,KZT,2310000,No,2025-2026,5133,2310000
5086,8D01802,Education,Social Pedagogy,Kazakh anerican free univ,Doctoral (PhD),Updated,31.07.2023,,,,Yes,,,
5087,6B07110,Engineering & Technology,Control and Measurement Instruments and Systems in Robotics,Almaty University of Power Engineering and Telecommunications named after Gumarbek Daukeyev NPJSC,Bachelor,Updated,02.05.2020,1260000,KZT,1800000,No,2025-2026,2800,1800000
5088,8D01407,Education,Art and Drawing Teacher Training,NJC «KazNWTTU,Doctoral (PhD),Updated,23.08.2019,1100000,KZT,,No,2025-2026,2444,
5089,6B07106,Engineering & Technology,Instrumentation Engineering,Almaty University of Power Engineering and Telecommunications named after Gumarbek Daukeyev NPJSC,Bachelor,Updated,05.08.2019,1260000,KZT,1800000,No,2025-2026,2800,1800000
5090,8D07105,Engineering & Technology,Biomedical Engineering,Satbayev Kazakh National Research Technical University NPJSC,Doctoral (PhD),Updated,18.08.2021,2223600,KZT,2400000,Yes,2025-2026,4941,2400000
5091,6B01508,Education,Chemistry-Biology,NJC «KazNWTTU,Bachelor,Updated,29.06.2019,1000000,KZT,1000000,Yes,2025-2026,2222,1000000
5092,7M05101,Natural Sciences & Mathematics,Biotechnology,ATU,Master,Updated,05.09.2019,920000,KZT,920000,No,2025-2026,2044,920000
5093,7M07102,Engineering & Technology,Thermal Power Engineering,Almaty University of Power Engineering and Telecommunications named after Gumarbek Daukeyev NPJSC,Master,Updated,26.07.2019,1500000,KZT,3600000,No,2025-2026,3333,3600000
5094,6B07205,Engineering & Technology,Mining Engineering,Satbayev Kazakh National Research Technical University NPJSC,Bachelor,Updated,23.07.2019,1111380,KZT,1700000,Yes,2025-2026,2470,1700000
5095,8D07104,Engineering & Technology,Oil-and-Gas and Ore Geophysics,Satbayev Kazakh National Research Technical University NPJSC,Doctoral (PhD),Updated,06.04.2020,2223600,KZT,2400000,Yes,2025-2026,4941,2400000
5096,6B11107,"Services, Tourism & Transport",Sports and Health Fitness,"NLC ""International University of Tourism and Hospitality",Bachelor,Included,04.07.2024,,KZT,510000,No,,,510000
5097,8D05102,Natural Sciences & Mathematics,Biotechnology,Satbayev Kazakh National Research Technical University NPJSC,Doctoral (PhD),Updated,12.07.2021,1278060,KZT,1725381,No,2025-2026,2840,1725381
5098,6B05203,Natural Sciences & Mathematics,Applied Geology,Satbayev Kazakh National Research Technical University NPJSC,Bachelor,Updated,06.09.2019,980280,KZT,1785000,Yes,2025-2026,2178,1785000
5099,6B07204,Engineering & Technology,Petroleum Engineering,Satbayev Kazakh National Research Technical University NPJSC,Bachelor,Updated,23.07.2019,1166940,KZT,1785000,Yes,2025-2026,2593,1785000
5100,7M04103,"Business, Economics & Law",Project Management,Satbayev Kazakh National Research Technical University NPJSC,Master,Included,19.06.2024,1200000,KZT,1600000,Yes,2025-2026,2667,1600000
5101,7M02302,Arts & Humanities,Translation and Interpretation (Master's),Kazakh anerican free univ,Master,Updated,03.06.2020,620000,KZT,620000,Yes,2025-2026,1378,620000
5102,7M02303,Arts & Humanities,Foreign Philology,Satbayev Kazakh National Research Technical University NPJSC,Master,Updated,13.08.2019,905760,KZT,1222776,No,2025-2026,2013,1222776
5103,8D02303,Arts & Humanities,Philology: Foreign Philology,Kokshetau University named after Sh. Ualikhanov NPJSC,Doctoral (PhD),Updated,13.10.2021,,,,Yes,,,
5104,6B07113,Engineering & Technology,Robotics and Mechatronics,Satbayev Kazakh National Research Technical University NPJSC,Bachelor,Updated,22.06.2022,1222560,KZT,1869900,Yes,2025-2026,2717,1869900
5105,6B03205,Social Sciences & Journalism,Library Science,Satbayev Kazakh National Research Technical University NPJSC,Bachelor,Updated,24.05.2020,905760,KZT,1222776,No,2025-2026,2013,1222776
5106,6B11305,"Services, Tourism & Transport",Aviation Transport Organization,Satbayev Kazakh National Research Technical University NPJSC,Bachelor,Updated,31.08.2021,1278060,KZT,1725381,No,2025-2026,2840,1725381
5107,6B01504,Education,Training of Chemistry Teachers,Almaty Humanitarian Economic University,Bachelor,Updated,12.07.2019,700000,KZT,700000,Yes,2025-2026,1556,700000
5108,6B02175,Arts & Humanities,Decorative Arts: Artistic Metal and Materials Processing,Kazakh National Academy of Arts named after Temirbek Zhurgenov under the Ministry of Culture and Information of the Republic of Kazakhstan,Bachelor,Updated,23.07.2019,,,,No,,,
5109,6B11102,"Services, Tourism & Transport",Restaurant and Hotel Business,Kazakh anerican free univ,Bachelor,Updated,29.05.2020,620000,KZT,620000,No,2025-2026,1378,620000
5110,7R01104,Healthcare & Medicine,"Gastroenterology Adult, Pediatric",Turan,Residency,Included,19.06.2024,1284000,KZT,,No,2025-2026,2853,
5111,6B06130,Information & Communication Technologies,Computer Engineering and Software,M. Auezov South Kazakhstan University NPJSC,Bachelor,Updated,12.06.2020,757000,KZT,800000,Yes,2025-2026,1682,800000
5112,7M04118,"Business, Economics & Law",Sports Management (EMBA),ALMAU,Master,Included,16.07.2024,2310000,KZT,,No,2025-2026,5133,
5113,6B06102,Information & Communication Technologies,Computer Science,Satbayev Kazakh National Research Technical University NPJSC,Bachelor,Updated,28.10.2019,1278060,KZT,1954980,Yes,2025-2026,2840,1954980
5114,7M10132,Healthcare & Medicine,Nutritiology,Turan,Master,Included,24.06.2024,1290000,KZT,,No,2025-2026,2867,
5115,7M06101,Information & Communication Technologies,Software Engineering,Satbayev Kazakh National Research Technical University NPJSC,Master,Updated,16.08.2019,1725000,KZT,2300000,No,2025-2026,3833,2300000
5116,6B06105,Information & Communication Technologies,Product Management,ALMAU,Bachelor,Updated,13.08.2019,2900000,KZT,2900000,Yes,2025-2026,6444,2900000
5117,6B06106,Information & Communication Technologies,Fintech and Artificial Intelligence,ALMAU,Bachelor,Updated,23.07.2019,3200000,KZT,3200000,Yes,2025-2026,7111,3200000
5118,6B04104,"Business, Economics & Law",Marketing,ALMAU,Bachelor,Updated,25.05.2023,3200000,KZT,3200000,Yes,2025-2026,7111,3200000
5119,6B04103,"Business, Economics & Law",Business Administration in Entrepreneurship,ALMAU,Bachelor,Included,15.07.2024,3200000,KZT,3200000,No,2025-2026,7111,3200000
5120,8D01101,Education,Pedagogy and Psychology,Zhetysu University named after Ilyas Zhansugurov NPJSC,Doctoral (PhD),Updated,07.05.2020,1525000,KZT,2500000,Yes,2026-2027,3389,2500000
5121,7M01706,Education,Russian Language and Literature (Master's),Kazakh anerican free univ,Master,Updated,13.08.2019,620000,KZT,620000,No,2025-2026,1378,620000
5122,6B01706,Education,Kazakh Language and Literature (IP),Kazakh anerican free univ,Bachelor,Updated,21.09.2019,620000,KZT,620000,No,2025-2026,1378,620000
5123,6B02179,Arts & Humanities,Traditional Musical Art,Kazakh National Academy of Arts named after Temirbek Zhurgenov under the Ministry of Culture and Information of the Republic of Kazakhstan,Bachelor,Updated,26.05.2020,1094500,KZT,1094500,No,2025-2026,2432,1094500
5124,7M04101,"Business, Economics & Law",Management (2 years),ALMAU,Master,Updated,16.08.2019,2310000,KZT,2310000,Yes,2025-2026,5133,2310000
5125,7M02114,Arts & Humanities,Conducting,Kazakh National Academy of Arts named after Temirbek Zhurgenov under the Ministry of Culture and Information of the Republic of Kazakhstan,Master,Included,25.06.2024,,,,No,,,
5126,6B04106,"Business, Economics & Law",Marketing,Kazakh National Agrarian Research University NPJSC,Bachelor,Updated,29.07.2022,1000000,,,Yes,2025-2026,2222,
5127,8D02201,Arts & Humanities,Islamic Studies,Egyptian University of Islamic Culture Nur-Mubarak,Doctoral (PhD),Included,14.05.2024,,,,No,,,
5128,7M02113,Arts & Humanities,Traditional Musical Arts (by Type),Kazakh National Academy of Arts named after Temirbek Zhurgenov under the Ministry of Culture and Information of the Republic of Kazakhstan,Master,Included,28.06.2024,,,,No,,,
5129,6B02196,Arts & Humanities,Media and Game Technology,Kazakh National Academy of Arts named after Temirbek Zhurgenov under the Ministry of Culture and Information of the Republic of Kazakhstan,Bachelor,Updated,27.06.2023,1094500,KZT,1094500,Yes,2025-2026,2432,1094500
5130,7M04171,"Business, Economics & Law",Business Administration in Logistics,ALT,Master,Included,19.06.2024,1500000,KZT,,No,2025-2026,3333,
5131,6B07102,Engineering & Technology,Automation and Control,International Engineering and Technological University,Bachelor,Updated,09.07.2019,950000,KZT,1000000,No,2025-2026,2111,1000000
5132,6B01705,Education,Russian language and literature in schools with non-Russian language of instruction,Non-profit joint-stock company «Arqalyq Pedagogical University named after Ybyrai Altynsarin,Bachelor,Updated,06.08.2019,625000,KZT,625000,No,2025-2026,1389,625000
5133,6B07129,Engineering & Technology,Nuclear Energy,Satbayev Kazakh National Research Technical University NPJSC,Bachelor,Updated,08.07.2021,1111380,KZT,1700000,Yes,2025-2026,2470,1700000
5134,6B07324,Engineering & Technology,Economics and Management in Construction,International Educational Corporation LLP,Bachelor,Updated,24.05.2021,1875000,KZT,1875000,No,2025-2026,4167,1875000
5135,6B01704,Education,Russian Language and Literature in Schools with Non-Russian Language of Instruction,NJC «KazNWTTU,Bachelor,Updated,20.08.2019,1000000,KZT,1000000,No,2025-2026,2222,1000000
5136,6B07323,Engineering & Technology,Railway Construction and Track Facilities,ALT,Bachelor,Updated,06.05.2021,2000000,KZT,,No,2025-2026,4444,
5137,7M01503,Education,Informatics,NJC «KazNWTTU,Master,Updated,28.07.2019,1200000,KZT,1200000,Yes,2025-2026,2667,1200000
5138,7M07106,Engineering & Technology,Biomedical Engineering,Satbayev Kazakh National Research Technical University NPJSC,Master,Updated,19.07.2021,1650000,KZT,2199960,Yes,2025-2026,3667,2199960
5139,6B07321,Engineering & Technology,Calculation and Design of Buildings and Structures,International Educational Corporation LLP,Bachelor,Updated,31.05.2021,1875000,KZT,1875000,Yes,2025-2026,4167,1875000
5140,6B07322,Engineering & Technology,Technology of Industrial and Civil Construction,International Educational Corporation LLP,Bachelor,Updated,28.05.2021,1875000,KZT,1875000,No,2025-2026,4167,1875000
5141,7M07101,Engineering & Technology,Automation and Robotics,Satbayev Kazakh National Research Technical University NPJSC,Master,Updated,02.09.2019,1650000,KZT,2199960,Yes,2025-2026,3667,2199960
5142,6B07303,Engineering & Technology,Geospatial Digital Engineering,Satbayev Kazakh National Research Technical University NPJSC,Bachelor,Updated,06.08.2019,1111380,KZT,1700000,Yes,2025-2026,2470,1700000
5143,7M07201,Engineering & Technology,Automation and Digitalisation of Metallurgical Processes,Satbayev Kazakh National Research Technical University NPJSC,Master,Updated,19.08.2019,1650000,KZT,2199960,Yes,2025-2026,3667,2199960
5144,6B02115,Arts & Humanities,Animation Directing,Kazakh National Academy of Arts named after Temirbek Zhurgenov under the Ministry of Culture and Information of the Republic of Kazakhstan,Bachelor,Updated,14.08.2019,1144250,KZT,1144250,No,2025-2026,2543,1144250
5145,6B01405,Education,"Artistic work, graphics and design",Non-profit joint-stock company «Arqalyq Pedagogical University named after Ybyrai Altynsarin,Bachelor,Updated,29.08.2019,625000,KZT,625000,No,2025-2026,1389,625000
5146,7M07203,Engineering & Technology,Mining Engineering,Satbayev Kazakh National Research Technical University NPJSC,Master,Updated,08.08.2019,1650000,KZT,2199960,Yes,2025-2026,3667,2199960
5147,6B07203,Engineering & Technology,Metallurgy and Mineral Processing,Satbayev Kazakh National Research Technical University NPJSC,Bachelor,Updated,16.07.2019,1111380,KZT,1700000,Yes,2025-2026,2470,1700000
5148,6B01601,Education,History,Non-profit joint-stock company «Arqalyq Pedagogical University named after Ybyrai Altynsarin,Bachelor,Updated,19.07.2019,625000,KZT,625000,No,2025-2026,1389,625000
5149,7M07202,Engineering & Technology,Petroleum Engineering,Satbayev Kazakh National Research Technical University NPJSC,Master,Updated,28.10.2019,1500000,KZT,2000000,Yes,2025-2026,3333,2000000
5150,8D08301,"Agriculture, Food & Veterinary",Wildlife Management and Fur Farming,Satbayev Kazakh National Research Technical University NPJSC,Doctoral (PhD),Updated,15.08.2020,1278060,KZT,1725381,No,2025-2026,2840,1725381
5151,7M01506,Education,Geography,NJC «KazNWTTU,Master,Updated,26.07.2019,1200000,KZT,1200000,No,2025-2026,2667,1200000
5152,6B05302,Natural Sciences & Mathematics,Physics,NJC «KazNWTTU,Bachelor,Updated,13.08.2019,1000000,KZT,1000000,No,2025-2026,2222,1000000
5153,6B04202,"Business, Economics & Law",International Law,Turan,Bachelor,Updated,27.06.2022,1476600,KZT,1476600,Yes,2025-2026,3281,1476600
5154,6B0608803,Information & Communication Technologies,Business Data Analytics,Kazakh University of Technology and Business named after K. Kulazhanov JSC,Bachelor,Updated,29.07.2022,,,,Yes,,,
5155,6B07110,Engineering & Technology,Control and Measurement Instruments and Systems in Robotics,Almaty University of Power Engineering and Telecommunications named after Gumarbek Daukeyev NPJSC,Bachelor,Updated,30.05.2020,1260000,KZT,1800000,Yes,2025-2026,2800,1800000
5156,6В01504,Education,Chemistry Teacher Training,NJC «KazNWTTU,Bachelor,Updated,28.09.2019,1100000,KZT,,Yes,2025-2026,2444,
5157,6B01705,Education,Russian language and literature in schools with non-Russian language of instruction,Non-profit joint-stock company «Arqalyq Pedagogical University named after Ybyrai Altynsarin,Bachelor,Updated,14.08.2019,625000,KZT,625000,No,2025-2026,1389,625000
5158,6В01602,Education,History and Religious Studies Teacher Training,NJC «KazNWTTU,Bachelor,Updated,23.07.2019,1100000,KZT,,No,2025-2026,2444,
5159,6В01702,Education,Russian Language and Literature Teacher Training,NJC «KazNWTTU,Bachelor,Updated,14.08.2019,1100000,KZT,,No,2025-2026,2444,
5160,6В01901,Education,Special Education Specialist Training (Speech Therapist),NJC «KazNWTTU,Bachelor,Updated,29.07.2019,1100000,KZT,,No,2025-2026,2444,
5161,6В01701,Education,Kazakh Language and Literature Teacher Training,NJC «KazNWTTU,Bachelor,Updated,23.07.2019,1100000,KZT,,No,2025-2026,2444,
5162,6В01201,Education,Preschool Education Pedagogy,NJC «KazNWTTU,Bachelor,Updated,29.07.2019,1100000,KZT,,No,2025-2026,2444,
5163,6B10114,Healthcare & Medicine,Dentistry,Turan,Bachelor,Updated,05.09.2023,2300000,KZT,2300000,Yes,2025-2026,5111,2300000
5164,6B01505,Education,Training of Mathematics Teachers,Almaty Humanitarian Economic University,Bachelor,Updated,23.07.2019,700000,KZT,700000,Yes,2025-2026,1556,700000
5165,7M01101,Education,Pedagogy and Psychology,Almaty Humanitarian Economic University,Master,Updated,01.08.2019,850000,KZT,850000,No,2025-2026,1889,850000
5166,7M04105,"Business, Economics & Law",Marketing (2 years),ALMAU,Master,Updated,28.07.2019,2310000,KZT,2310000,Yes,2025-2026,5133,2310000
